232,870,860,862,0.2,-0
226,854,837,851,0.2,-0
226,831,818,874,0.2,-0
222,804,792,875,0.2,-0
215,786,773,883,0.2,-0
210,757,750,879,0.2,-0
214,743,728,888,0.2,-0
211,715,697,912,-0,-0
207,698,689,883,-0,-0
210,670,662,855,-0,-0
211,655,642,831,-0,-0
206,662,650,825,-0,-0
203,652,642,810,-0.2,-0
211,653,647,807,-0.2,-0
202,653,640,812,-0.2,-0
215,647,634,800,-0.2,-0
198,680,666,812,-0.2,-0
202,709,702,833,-0.2,-0
206,725,709,858,-0.2,-0
212,751,725,885,-0.2,-0
213,770,760,912,-0.2,-0
228,795,781,933,-0.2,-0
226,815,808,959,-0.2,-0
235,843,825,969,-0.2,-0
236,862,840,941,-0.2,-0
234,884,880,936,-0.2,-0
235,903,887,935,-0.2,-0
244,923,909,934,-0.2,-0
246,946,925,901,-0.2,-0
250,970,949,912,-0.2,-0
269,996,977,909,-0.2,-0
266,1011,993,894,-0.2,-0
258,1033,1016,893,-0.2,-0
276,1042,1041,882,-0.2,-0
275,1069,1064,894,-0.2,-0
290,1065,1088,877,-0,-0
288,1126,1101,871,-0.2,-0
289,1023,1130,870,-0.2,-0
298,1167,1141,878,-0,-0
302,1170,1141,877,-0,-0
305,1187,1163,883,-0,-0
302,1072,1185,908,-0,-0
313,1205,1176,907,-0,-0
306,1142,1173,909,-0,-0
303,1203,1184,913,-0,-0
309,1188,1177,904,-0,-0
301,1195,1184,911,-0,-0
301,1195,1184,911,-0,-0
301,1127,1187,912,-0,-0
301,1127,1187,912,-0,-0
307,1129,1181,917,0.2,-0
305,1137,1180,911,0.2,-0
302,1127,1184,912,0.2,-0
309,1199,1184,915,0.2,-0
317,1200,1179,920,0.2,-0
306,1183,1157,886,0.2,-0
298,1157,1140,868,0.2,-0
303,1137,1118,845,0.2,-0
291,1113,1099,849,0.2,-0
284,1099,1077,864,0.2,-0
282,1080,1051,861,0.2,-0
272,1043,1034,875,0.2,-0
271,1019,1002,874,0.2,-0
271,1008,991,880,0.2,-0
262,975,971,889,0.2,-0
266,967,945,891,0.2,-0
258,937,912,899,0.2,-0
250,913,904,879,0.2,-0
255,899,877,904,0.2,-0
250,874,860,910,0.2,-0
249,850,830,916,0.2,-0
243,823,817,921,0.2,-0
234,805,786,946,0.2,-0
233,777,773,927,-0,-0
230,756,744,902,0.2,-0
220,731,719,877,-0,-0
222,710,705,847,-0,-0
212,704,696,825,-0,-0
218,702,688,829,-0,-0
204,685,665,798,-0,-0
200,687,678,799,-0,-0
207,690,674,793,-0,-0
203,689,677,804,-0,-0
205,686,669,802,-0.2,-0
203,687,679,799,-0.2,-0
210,690,677,793,-0.2,-0
208,687,681,791,-0.2,-0
200,704,683,778,-0.2,-0
214,727,713,812,-0.2,-0
221,758,732,835,-0.2,-0
222,771,753,862,-0.2,-0
232,793,770,886,-0.2,-1.57
231,811,801,904,-0.2,1.57
235,827,821,937,-0.2,-0
246,848,841,961,-0.2,-0
247,557,790,919,-0.2,-0
248,643,902,989,-0.2,-0
258,783,898,984,-0.2,-0
270,785,933,975,-0.2,-0
284,792,951,961,-0.2,-0
282,812,973,919,-0.2,-0
295,833,990,937,-0.2,-0
296,845,1021,941,-0.2,-0
299,876,1030,929,-0,-0
308,886,1051,917,-0.2,-0
311,894,1074,915,-0.2,-0
314,901,1098,898,-0.2,-0
329,957,1109,874,-0,-0
334,1006,1105,854,-0,-0
332,1027,1126,847,-0.2,-0
337,1033,1150,856,-0.2,-0
343,1067,1166,861,0.2,-0
343,1060,1157,862,-0,-0
347,1194,1166,500,-0,-0
353,1216,1195,912,-0,-0
367,1227,1205,946,-0,-0
372,1207,1185,500,-0,-0
363,1205,1187,948,-0,-0
378,1198,1177,7,-0,-0
370,1208,1185,500,0.2,-0
368,1198,1183,500,-0,-0
372,1203,1190,500,0.2,-0
374,1208,1186,942,0.2,-0
373,1192,1177,948,0.2,-0
380,1171,1164,500,0.2,-0
390,1172,1156,500,0.2,-0
396,1136,1134,500,0.2,-0
385,1119,1113,910,0.2,-0
388,1098,1086,874,0.2,-0
391,1077,1067,853,0.2,-0
393,1048,1048,826,0.2,-0
379,1038,1026,801,0.2,-0
388,1005,997,771,0.2,-0
391,985,971,742,0.2,-0
377,965,959,721,0.2,-0
379,945,938,695,0.2,-0
385,929,915,671,0.2,-0
381,904,882,673,0.2,-0
388,878,864,663,0.2,-0
381,851,842,671,0.2,-0
375,833,826,662,0.2,-0
379,810,803,660,0.2,-0
375,794,792,672,0.2,-0
365,760,755,678,-0,-0
379,739,729,677,-0,-0
385,716,714,674,-0,-0
374,702,686,685,-0,-0
378,689,683,670,-0,-0
377,691,683,668,-0,-0
378,690,687,664,-0,-0
373,690,689,661,-0,-0
387,700,682,666,-0,-0
376,694,694,675,-0,-0
380,699,687,663,-0,-0
377,698,688,666,-0,-0
380,691,693,670,-0,-0
374,697,682,679,-0.2,-0
380,693,691,671,-0.2,-0
378,699,691,676,-0.2,-0
376,696,683,671,-0.2,-0
377,697,697,666,-0.2,-1.57
381,732,718,672,-0.2,-1.57
390,753,747,678,-0.2,-0
379,768,771,674,-0.2,-0
333,828,802,847,-0.2,-0
315,710,862,906,-0.2,-0
327,743,888,916,-0.2,-1.57
330,745,907,932,-0.2,-0
347,767,927,960,-0.2,-0
352,770,939,968,-0.2,-0
337,585,689,948,-0.2,-0
344,608,729,970,-0.2,-0
357,631,744,983,-0.2,-0
372,644,778,1007,-0.2,-0
374,665,782,1029,-0.2,-0
385,688,798,1045,-0.2,-0
404,697,824,1058,-0.2,-0
415,725,856,1087,-0.2,-0
419,735,870,1100,-0.2,-0
429,756,891,1117,-0.2,-0
444,778,913,1137,-0.2,-1.57
448,788,930,1151,-0.2,-0
475,803,945,1135,-0.2,-0
467,807,927,1179,-0.2,-0
469,700,790,1188,-0.2,-0
484,709,796,1203,-0.2,-0
495,729,821,1222,-0.2,-0
514,747,849,1239,-0.2,-0
2213,767,870,1261,-0.2,-0
4577,794,878,1274,-0.2,-0
4594,809,911,1293,-0.2,-0
2232,814,916,498,-0.2,-0
2242,811,899,508,-0.2,-0
2250,815,923,522,-0.2,-0
2263,845,940,548,-0.2,-0
2278,857,964,570,-0,-0
